,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,DEGATS AUTRES SECTEURS CLES,,,,,,,,,,,,,,,,
,,Indicateurs, Faible ,, Moderé ,, Fort ,,,,,,,,,,,
,,"Secteur EDUCATION
(Norme : 45 à 50 élèves/ Salle de classe)", Nbrs salle ,Elèves privés de cours directement, Nbrs salle ,Elèves privés de cours directement, Nbrs salle ,Elèves privés de cours directement,,,,,,,,,,
,,Salle de classe totalement détruite, 85   ," 4,250   ", 228   ," 11,400   ", 443   ," 22,150   ",,,,,,,,,,
,,Salle de classe endommagée, 94   ," 4,700   ", 139   ," 6,942   ", 269   ," 13,450   ",,,,,,,,,,
,,Salle de classe décoiffée, 367   ," 18,350   ", 469   ," 23,450   ", 645   ," 32,250   ",,,,,,,,,,
,,Total EDUCATION , 546   ," 27,300   ", 836   ," 41,792   "," 1,357   "," 67,850   ",,,,,,,,,,
,,Elèves privés de cours à cause de l'évènement," 31,224   ",," 43,385   ",," 57,923   ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,"Secteur SANTE
(Norme : 500 ménages/ Formation sanitaire)", Nbrs formation sanitaire ,Nbrs pers en rupture de soin primaire, Nbrs formation sanitaire ,Nbrs pers en rupture de soin primaire, Nbrs formation sanitaire ,Nbrs pers en rupture de soin primaire,,,,,,,,,,
,,CSB1/ CSB2 totalement détruit, 9   ," 24,413   ", 25   ," 65,483   ", 49   ," 127,232   ",,,,,,,,,,
,,CSB1/ CSB2 endommagés, 10   ," 26,997   ", 15   ," 39,874   ", 30   ," 77,258   ",,,,,,,,,,
,,CSB1/ CSB2 décoiffés, 41   ," 105,405   ", 52   ," 134,700   ", 71   ," 185,248   ",,,,,,,,,,
,,Total SANTE , 60   ," 156,814   ", 92   ," 240,056   ", 150   ," 389,739   ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,"Secteur WASH
(Norme : 50 ménages/ Point d'eau)/ Source d'eau amélioré (Borne fontaine, puits aménagé couvert)", Nbrs point d'eau ,Ménages n'ayant pas accès au wash et hygiène, Nbrs point d'eau ,Ménages n'ayant pas accès au wash et hygiène, Nbrs point d'eau ,Ménages n'ayant pas accès au wash et hygiène,,,,,,,,,,
,,Source d'eau totalement détruite,,,,,,,,,,,,,,,,
,,Source d'eau endommagé ou inondé,,,,,,,,,,,,,,,,
,,Source d'eau amélioré inondé,,,,,,,,,,,,,,,,
,,Total WASH , 318   ," 15,885   ", 441   ," 22,072   ", 589   ," 29,468   ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,"Secteur SAMS
Ménages Agricoles/ Branche d'activité touché (zone exposée)", % ,Ménages touché/ spéculation, % ,Ménages touché/ spéculation, % ,Ménages touché/ spéculation,,,,,,,,,,
,,Agriculture,18.54%," 14,710   ",23.75%," 20,439   ",29.65%," 27,287   ",,,,,,,,,,
,,Elévage,16.08%," 12,756   ",20.59%," 17,724   ",25.71%," 23,663   ",,,,,,,,,,
,,Pêche,3.54%," 2,812   ",4.54%," 3,907   ",5.67%," 5,216   ",,,,,,,,,,
,,Total SAMS (Ménages agicoles ménacé d'insécurité alimentaire),18.90%," 14,996   ",24.21%," 20,836   ",30.23%," 27,818   ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,BETSIBOKA,,,,,,,,"Descriptions : 
HAUTE BETSIBOKA : ORPAILLAGE, RIZ, BOVINS (ZONE 6)
Caractérisée par des plaines entaillées par des intrusions, volcaniques et des affleurements rocheux, la Haute Betsiboka a une végétation dominée par la savane arbustive à heteropogon (graminée) avec une formation marécageuse localisée qui constitue une source de fibres végétales pour l’artisanat. On y trouve aussi des forêts tropicales sèches localisées. La zone possède d’importantes ressources en eau, avec 35 lacs à Maevatanana et deux lacs à Tsaratanana, qui appuient la pèche traditionnelle. Cette 
dernière est relativement importante comme source d’alimentation aux ménages pauvres. Comme ressources naturelles, la zone regorge d’or (surtout au sud), de gypse, de quartz, de béryl et de chrome.",,,,,,
,,,,"Kandreho, Maevatanana, Tsaratanana",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,VULNERABILITE DE LA REGION,,,,,,,,,,DESCRIPTION DE LA ZONE,,,,,,
,,, Faible ,, Moderé ,, Fort ,,,,,,,,,,,
,,Types de système, FTT ,, FTT ,, ZCIT ,,,,,Nombre de population,,," 443,888   ",,,
,,Nom, CHEDZA ,, FTT  CHENESO du 17 Janvier 2023 ,, Forte pluie de 19 au 24 Janvier 2020 ,,,,,Nombre de district,,, 3   ,,,
,,Année, 2014-2015 ,, 2022-2023 ,, 2019-2020 ,,,,,Nombre de Commune,,, 39   ,,,
,,Vent moyen, -   ,, -   ,, -   ,,,,,Nombre de FKT,,, 393   ,,,
,,Rafales,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,Zone exposées,,,,,,,,,,DONNEES STATISTIQUES  DE BASE,,,,,,
,,Population exposée," 91,107   ",20.52%," 98,271   ",22.14%," 147,170   ",33.15%,,,,Taille de ménage,,,, 4.4   ,,
,,Menages exposés," 20,706   ",," 22,334   ",," 33,448   ",,,,,Population 5-17 ans scolarisable ,,,,34.40%,,
,,Commune exposée, 11   ,28.21%, 11   ,28.21%, 20   ,51.28%,,,,Enfant moins de 5 ans,,,,15.50%,,
,,Zones affectées,,,,,,,,,,Prévalence (en %) du handicap,,,,5.00%,,
,,Personnes affectées," 10,424   ",2.35%," 13,780   ",3.10%," 22,298   ",5.02%,,,,Femmes enceintes et allaitantes,,,,9.87%,,
,,Personnes sinistrées," 3,318   ",0.75%," 4,386   ",0.99%," 6,689   ",1.51%,,,,Personnes agées + 60 ans,,,,3.40%,,
,,Menages sinistrées, 754   ,, 997   ,," 1,520   ",,,,,,,,,,,
,,Déplacement préventive (pers), 167   ,, 221   ,, 336   ,,,,,DONNEES HEA/ DESCRIPTION ZONES,,,,,,
,,Somme pers déplacées en site (%/pop), 834   ,0.19%," 1,103   ",0.25%," 1,682   ",0.38%,,,, ZME , MG06 ," PRINCIPAUX ALEAS, PERIODE, FREQUENCE ",,,,
,,Nombre commune affectées, 11   ,28.21%, 11   ,28.21%, 20   ,51.28%,,,,Très pauvres,31.83%," - Inondation (Jan-Mars; 1/5ans)
 - Ravageurs de cultures (Déc-Avril)
 - Maladies de bétail (Mai-Oct)",,,,
,,Nombre FKT affectés, 38   ,9.54%, 45   ,11.32%, 81   ,20.61%,,,,Pauvre,32.94%,,,,,
,,,,,,,,,,,,Moyens,23.29%,,,,,
,,,,,,,,,,,,Riches,10.86%,,,,,
,,,,,,,,,,,,,,,,,,
,,DEGATS SECTEUR HABITAT,,,,,,,,,,HITORIQUE DES CYCLONES-INONDATION (10 ans)/ BDD BNGRC,,,,,,
,,Secteur, Faible ,, Moderé ,, Fort ,,,,,Année, Types , Nom du système ,, Sinistrées ,,
,,Case d'habitation totalement détruite, 359   ,, 475   ,, 724   ,,,,,2014-2015, FTT , CHEDZA ,," 1,194   ",,
,,Case d'habitation innondée , 160   ,, 211   ,, 321   ,,,,,2019-2020, ZCIT , Forte pluie de 19 au 24 Janvier 2020 ,," 4,706   ",,
,,Case d'habitation endommagés/ décoiffés, 221   ,, 292   ,, 445   ,,,,,2021-2022, CTI , CTI BATSIRAI (27 Janvier - 08 Février 2022) ,, 97   ,,
,,TOTAL, 740   ,, 978   ,," 1,491   ",,,,,2022-2023, FTT , FTT  CHENESO du 17 Janvier 2023 ,," 3,033   ",,
,,Ménages sans-abris (15 jours et +), 519   ,, 686   ,," 1,045   ",,,,,,,,,,,
,,Personnes sans-abris  (15 jours et +)," 2,283   ",," 3,017   ",," 4,598   ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,DEGATS SECTEUR PROTECTION ET NUTRITION,,,,,,,,,,,,,,,,
,,Indicateur (Personnes devant faire l'objet d'une mésure de protection), Faible ,, Moderé ,, Fort ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,, Base sinistré , En site , Base sinistré , En site , Base sinistré , En site ,,,,,,,,,,
,,Enfant moins de 5 ans, 514   , 129   , 680   , 171   ," 1,037   ", 261   ,,,,,,,,,,
,,Handicap, 166   , 42   , 219   , 55   , 334   , 84   ,,,,,,,,,,
,,FEFA, 328   , 82   , 433   , 109   , 660   , 166   ,,,,,,,,,,
,,Agées + 60 ans, 113   , 28   , 149   , 37   , 227   , 57   ,,,,,,,,,,
,,TOTAL," 1,121   ", 282   ," 1,481   ", 372   ," 2,259   ", 568   ,,,,,,,,,,
,,Personnes en situation de malnutrition, 842   , 212   ," 1,113   ", 280   ," 1,697   ", 427   ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,DEGATS AUTRES SECTEURS CLES,,,,,,,,,,,,,,,,
,,Indicateurs, Faible ,, Moderé ,, Fort ,,,,,,,,,,,
,,"Secteur EDUCATION
(Norme : 45 à 50 élèves/ Salle de classe)", Nbrs salle ,Elèves privés de cours directement, Nbrs salle ,Elèves privés de cours directement, Nbrs salle ,Elèves privés de cours directement,,,,,,,,,,
,,Salle de classe totalement détruite, 7   , 350   , 12   , 596   , 22   ," 1,100   ",,,,,,,,,,
,,Salle de classe endommagée, 8   , 400   , 14   , 675   , 23   ," 1,150   ",,,,,,,,,,
,,Salle de classe décoiffée, 14   , 700   , 17   , 867   , 22   ," 1,100   ",,,,,,,,,,
,,Total EDUCATION , 29   ," 1,450   ", 43   ," 2,138   ", 67   ," 3,350   ",,,,,,,,,,
,,Elèves privés de cours à cause de l'évènement," 3,586   ",," 4,740   ",," 7,670   ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,"Secteur SANTE
(Norme : 500 ménages/ Formation sanitaire)", Nbrs formation sanitaire ,Nbrs pers en rupture de soin primaire, Nbrs formation sanitaire ,Nbrs pers en rupture de soin primaire, Nbrs formation sanitaire ,Nbrs pers en rupture de soin primaire,,,,,,,,,,
,,CSB1/ CSB2 totalement détruit, 5   ," 10,238   ", 8   ," 17,429   ", 15   ," 32,176   ",,,,,,,,,,
,,CSB1/ CSB2 endommagés, 5   ," 11,700   ", 9   ," 19,744   ", 15   ," 33,638   ",,,,,,,,,,
,,CSB1/ CSB2 décoiffés, 9   ," 20,475   ", 12   ," 25,351   ", 15   ," 32,176   ",,,,,,,,,,
,,Total SANTE , 19   ," 42,414   ", 28   ," 62,523   ", 45   ," 97,990   ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,"Secteur WASH
(Norme : 50 ménages/ Point d'eau)/ Source d'eau amélioré (Borne fontaine, puits aménagé couvert)", Nbrs point d'eau ,Ménages n'ayant pas accès au wash et hygiène, Nbrs point d'eau ,Ménages n'ayant pas accès au wash et hygiène, Nbrs point d'eau ,Ménages n'ayant pas accès au wash et hygiène,,,,,,,,,,
,,Source d'eau totalement détruite,,,,,,,,,,,,,,,,
,,Source d'eau endommagé ou inondé,,,,,,,,,,,,,,,,
,,Source d'eau amélioré inondé,,,,,,,,,,,,,,,,
,,Total WASH , 47   ," 2,369   ", 63   ," 3,132   ", 101   ," 5,068   ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,"Secteur SAMS
Ménages Agricoles/ Branche d'activité touché (zone exposée)", % ,Ménages touché/ spéculation, % ,Ménages touché/ spéculation, % ,Ménages touché/ spéculation,,,,,,,,,,
,,Agriculture,9.89%," 2,047   ",12.12%," 2,706   ",13.09%," 4,379   ",,,,,,,,,,
,,Elévage,9.02%," 1,867   ",11.05%," 2,468   ",11.94%," 3,993   ",,,,,,,,,,
,,Pêche,2.04%, 422   ,2.50%, 557   ,2.70%, 902   ,,,,,,,,,,
,,Total SAMS (Ménages agicoles ménacé d'insécurité alimentaire),10.42%," 2,158   ",12.77%," 2,853   ",13.80%," 4,617   ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,BOENY,,,,,,,,"Descriptions : 
DELTA DE BETSIBOKA : RIZ, PECHE (ZONE 5)
Située au nord-ouest du pays, cette zone est caractérisée par une végétation de forêt sèche caducifoliée, de la savane arbustive et herbeuse, ainsi que de la mangrove dans sa partie côtière. Les sols sont de type alluvionnaire, sodique, allomorphe ou hydromorphe. Ils sont relativement fertiles mais partiellement ensablés. 
La pluviométrie annuelle varie entre 1000 mm et 1200 mm, avec une saison de pluie qui s’étend de novembre à mars. La température moyenne est de 26o C, avec un minimum de 20o C et un maximum de 35o C. La densité de la population est d’environ 12 habitants/km2",,,,,,
,,,,"Ambatoboeny, Mahajanga I, Mahajanga II, Marovoay, Mitsinjo, Soalala ",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,VULNERABILITE DE LA REGION,,,,,,,,,,DESCRIPTION DE LA ZONE,,,,,,
,,, Faible ,, Moderé ,, Fort ,,,,,,,,,,,
,,Types de système, CT ,, ZCIT ,, FTT ,,,,,Nombre de population,,," 1,056,774   ",,,
,,Nom, AVA ,, Forte pluie de 19 au 24 Janvier 2020 ,, FTT  CHENESO du 17 Janvier 2023 ,,,,,Nombre de district,,, 6   ,,,
,,Année, 2017-2018 ,, 2019-2020 ,, 2022-2023 ,,,,,Nombre de Commune,,, 46   ,,,
,,Vent moyen, -   ,, -   ,, -   ,,,,,Nombre de FKT,,, 521   ,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,Zone exposées,,,,,,,,,,DONNEES STATISTIQUES  DE BASE,,,,,,
,,Population exposée," 303,017   ",28.67%," 438,101   ",41.46%," 554,678   ",52.49%,,,,Taille de ménage,,,, 4.0   ,,
,,Menages exposés," 75,754   ",," 109,525   ",," 138,670   ",,,,,Population 5-17 ans scolarisable ,,,,32.70%,,
,,Commune exposée, 24   ,51.09%, 31   ,66.30%, 40   ,85.87%,,,,Enfant moins de 5 ans,,,,14.00%,,
,,Zones affectées,,,,,,,,,,Prévalence (en %) du handicap,,,,5.00%,,
,,Personnes affectées," 40,662   ",3.85%," 97,340   ",9.21%," 214,806   ",20.33%,,,,Femmes enceintes et allaitantes,,,,8.72%,,
,,Personnes sinistrées," 10,166   ",0.96%," 30,983   ",2.93%," 64,442   ",6.10%,,,,Personnes agées + 60 ans,,,,4.40%,,
,,Menages sinistrées," 2,541   ",," 7,746   ",," 16,110   ",,,,,,,,,,,
,,Déplacement préventive (pers), 461   ,," 1,405   ",," 2,922   ",,,,,DONNEES HEA/ DESCRIPTION ZONES,,,,,,
,,Somme pers déplacées en site (%/pop)," 2,305   ",0.22%," 7,025   ",0.66%," 14,610   ",1.38%,,,, ZME , MG05 ," PRINCIPAUX ALEAS, PERIODE, FREQUENCE ",,,,
,,Nombre commune affectées, 24   ,51.09%, 31   ,66.30%, 40   ,85.87%,,,,Très pauvres,25.00%," - Inondation (Jan-Mars)
 - Invasion acridienne (Occasionnelle)
 - Sécheresse (Novembre-décembre)",,,,
,,Nombre FKT affectés, 71   ,13.63%, 124   ,23.70%, 195   ,37.43%,,,,Pauvre,31.00%,,,,,
,,,,,,,,,,,,Moyens,28.00%,,,,,
,,,,,,,,,,,,Riches,16.00%,,,,,
,,,,,,,,,,,,,,,,,,
,,DEGATS SECTEUR HABITAT,,,,,,,,,,HITORIQUE DES CYCLONES-INONDATION (10 ans)/ BDD BNGRC,,,,,,
,,Secteur, Faible ,, Moderé ,, Fort ,,,,,Année, Types , Nom du système ,, Sinistrées ,,
,,Case d'habitation totalement détruite, 994   ,," 3,093   ",," 6,397   ",,,,,2014-2015, FTT , CHEDZA ,," 8,164   ",,
,,Case d'habitation innondée , 469   ,," 1,459   ",," 3,017   ",,,,,2014-2015, ZCIT , ZCIT 1  ,," 1,105   ",,
,,Case d'habitation endommagés/ décoiffés," 1,017   ",," 3,164   ",," 6,543   ",,,,,2014-2015, ZCIT , ZCIT 2 ,, 400   ,,
,,TOTAL," 2,479   ",," 7,715   ",," 15,957   ",,,,,2017-2018, CT , AVA ,," 15,452   ",,
,,Ménages sans-abris (15 jours et +)," 1,463   ",," 4,552   ",," 9,414   ",,,,,2018-2019, FTT , IDAI ,," 1,400   ",,
,,Personnes sans-abris  (15 jours et +)," 5,851   ",," 18,206   ",," 37,655   ",,,,,2019-2020, FTT , BELNA (06 au 11 Décembre 2019) ,," 1,472   ",,
,,,,,,,,,,,,2019-2020, ZCIT , Forte pluie de 19 au 24 Janvier 2020 ,," 39,590   ",,
,,DEGATS SECTEUR PROTECTION ET NUTRITION,,,,,,,,,,2019-2020, ZCIT , Forte pluie du 23 Février 2020 ,," 3,448   ",,
,,Indicateur (Personnes devant faire l'objet d'une mésure de protection), Faible ,, Moderé ,, Fort ,,,,,2019-2020, ZCIT , ZCIT 2 (30 Décembre au 04 Janvier) ,," 1,515   ",,
,,,,,,,,,,,,2020-2021, FTT , FTT ELOISE (17 au 23 Janv 21) ,," 1,588   ",,
,,, Base sinistré , En site , Base sinistré , En site , Base sinistré , En site ,,,,2021-2022, CTI , CTI BATSIRAI (27 Janvier - 08 Février 2022) ,, 280   ,,
,,Enfant moins de 5 ans," 1,423   ", 323   ," 4,338   ", 983   ," 9,022   "," 2,045   ",,,,2021-2022, ZCIT , ZCIT/Forte pluie du 17 Janvier 2022/TTM ANA ,, 856   ,,
,,Handicap, 508   , 115   ," 1,549   ", 351   ," 3,222   ", 731   ,,,,2022-2023, FTT , FTT  CHENESO du 17 Janvier 2023 ,," 39,574   ",,
,,FEFA, 887   , 201   ," 2,702   ", 613   ," 5,620   "," 1,274   ",,,,,,,,,,
,,Agées + 60 ans, 447   , 101   ," 1,363   ", 309   ," 2,835   ", 643   ,,,,,,,,,,
,,TOTAL," 3,265   ", 740   ," 9,952   "," 2,256   "," 20,700   "," 4,693   ",,,,,,,,,,
,,Personnes en situation de malnutrition," 2,310   ", 524   ," 7,040   "," 1,596   "," 14,642   "," 3,320   ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,DEGATS AUTRES SECTEURS CLES,,,,,,,,,,,,,,,,
,,Indicateurs, Faible ,, Moderé ,, Fort ,,,,,,,,,,,
,,"Secteur EDUCATION
(Norme : 45 à 50 élèves/ Salle de classe)", Nbrs salle ,Elèves privés de cours directement, Nbrs salle ,Elèves privés de cours directement, Nbrs salle ,Elèves privés de cours directement,,,,,,,,,,
,,Salle de classe totalement détruite, 14   , 700   , 38   ," 1,895   ", 76   ," 3,800   ",,,,,,,,,,
,,Salle de classe endommagée, 19   , 950   , 41   ," 2,028   ", 82   ," 4,100   ",,,,,,,,,,
,,Salle de classe décoiffée, 17   , 850   , 26   ," 1,288   ", 46   ," 2,300   ",,,,,,,,,,
,,Total EDUCATION , 50   ," 2,500   ", 104   ," 5,211   ", 204   ," 10,200   ",,,,,,,,,,
,,Elèves privés de cours à cause de l'évènement," 13,297   ",," 31,830   ",," 70,241   ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,"Secteur SANTE
(Norme : 500 ménages/ Formation sanitaire)", Nbrs formation sanitaire ,Nbrs pers en rupture de soin primaire, Nbrs formation sanitaire ,Nbrs pers en rupture de soin primaire, Nbrs formation sanitaire ,Nbrs pers en rupture de soin primaire,,,,,,,,,,
,,CSB1/ CSB2 totalement détruit, 3   ," 6,014   ", 8   ," 16,279   ", 16   ," 32,649   ",,,,,,,,,,
,,CSB1/ CSB2 endommagés, 4   ," 8,162   ", 9   ," 17,427   ", 18   ," 35,226   ",,,,,,,,,,
,,CSB1/ CSB2 décoiffés, 4   ," 7,303   ", 6   ," 11,062   ", 10   ," 19,761   ",,,,,,,,,,
,,Total SANTE , 11   ," 21,479   ", 22   ," 44,768   ", 44   ," 87,636   ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,"Secteur WASH
(Norme : 50 ménages/ Point d'eau)/ Source d'eau amélioré (Borne fontaine, puits aménagé couvert)", Nbrs point d'eau ,Ménages n'ayant pas accès au wash et hygiène, Nbrs point d'eau ,Ménages n'ayant pas accès au wash et hygiène, Nbrs point d'eau ,Ménages n'ayant pas accès au wash et hygiène,,,,,,,,,,
,,Source d'eau totalement détruite,,,,,,,,,,,,,,,,
,,Source d'eau endommagé ou inondé,,,,,,,,,,,,,,,,
,,Source d'eau amélioré inondé,,,,,,,,,,,,,,,,
,,Total WASH , 203   ," 10,166   ", 487   ," 24,335   "," 1,074   "," 53,701   ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,"Secteur SAMS
Ménages Agricoles/ Branche d'activité touché (zone exposée)", % ,Ménages touché/ spéculation, % ,Ménages touché/ spéculation, % ,Ménages touché/ spéculation,,,,,,,,,,
,,Agriculture,8.63%," 6,536   ",14.29%," 15,647   ",24.90%," 34,530   ",,,,,,,,,,
,,Elévage,7.49%," 5,672   ",12.40%," 13,579   ",21.61%," 29,965   ",,,,,,,,,,
,,Pêche,2.84%," 2,155   ",4.71%," 5,159   ",8.21%," 11,385   ",,,,,,,,,,
,,Total SAMS (Ménages agicoles ménacé d'insécurité alimentaire),9.57%," 7,248   ",15.84%," 17,351   ",27.61%," 38,289   ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,DIANA,,,,,,,,"Descriptions : 
EXTREME NORD : CANNE A SUCRE, PECHE, TOURISME (ZONE 1)
La zone de l’extrême nord couvre la majeure partie de la région de Diana. Elle possède une large portion de terre le long du littoral et le deuxième plus grand port dans le pays. A noter que le port d’Antsiranana possède le seul atelier de réparation des bateaux dans le pays. 
La population rurale de la zone vit principalement dans les bassesterres à savane, une sous-zone qui a une faible densité démographique (5-25 habitants/km2). Les forets humides sur les montagnes d’Ambre et une partie de Nosy Bé et du Tsingy, constituent un microclimat tempéré (températures de 15°-18° en 
moyenne) et sont faiblement peuplés. Les types de sols varient (exemple : hydromorphe à Ambilobe et volcanique à Nosy Bé), mais ils sont généralement fertiles. Dotés de 1000-2000 mm de pluies/an, cette zone favorable à l’agriculture et à la pêche, produit du riz, de la canne à sucre, du khat (exporté au Yemen et à Djibouti) et du cacao. ",,,,,,
,,,,"Ambanja, Ambilobe, Antsiranana I, Antsiranana II, Nosy-Be",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,VULNERABILITE DE LA REGION,,,,,,,,,,DESCRIPTION DE LA ZONE,,,,,,
,,, Faible ,, Moderé ,, Fort ,,,,,,,,,,,
,,Types de système, CT ,, ZCIT ,, FTT ,,,,,Nombre de population,,," 1,022,666   ",,,
,,Nom, ENAWO ,, Forte pluie de 19 au 24 Janvier 2020 ,, ELIAKIM ,,,,,Nombre de district,,, 5   ,,,
,,Année, 2016-2017 ,, 2019-2020 ,, 2017-2018 ,,,,,Nombre de Commune,,, 70   ,,,
,,Vent moyen, -   ,, -   ,, -   ,,,,,Nombre de FKT,,, 594   ,,,
,,Rafales,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,Zone exposées,,,,,,,,,,DONNEES STATISTIQUES  DE BASE,,,,,,
,,Population exposée," 475,515   ",46.50%," 645,717   ",63.14%," 951,452   ",93.04%,,,,Taille de ménage,,,, 3.5   ,,
,,Menages exposés," 135,861   ",," 184,491   ",," 271,843   ",,,,,Population 5-17 ans scolarisable ,,,,31.10%,,
,,Commune exposée, 67   ,95.71%, 69   ,98.57%, 70   ,100.00%,,,,Enfant moins de 5 ans,,,,13.70%,,
,,Zones affectées,,,,,,,,,,Prévalence (en %) du handicap,,,,5.00%,,
,,Personnes affectées," 71,106   ",6.95%," 152,563   ",14.92%," 340,244   ",33.27%,,,,Femmes enceintes et allaitantes,,,,9.16%,,
,,Personnes sinistrées," 22,633   ",2.21%," 48,561   ",4.75%," 102,073   ",9.98%,,,,Personnes agées + 60 ans,,,,4.80%,,
,,Menages sinistrées," 6,467   ",," 13,875   ",," 29,164   ",,,,,,,,,,,
,,Déplacement préventive (pers)," 1,053   ",," 2,260   ",," 4,750   ",,,,,DONNEES HEA/ DESCRIPTION ZONES,,,,,,
,,Somme pers déplacées en site (%/pop)," 5,266   ",0.51%," 11,299   ",1.10%," 23,751   ",2.32%,,,, ZME , MG01 ," PRINCIPAUX ALEAS, PERIODE, FREQUENCE ",,,,
,,Nombre commune affectées, 67   ,95.71%, 69   ,98.57%, 70   ,100.00%,,,,Très pauvres,31.83%," - Inondation (Novembre-avril)
 - Insuffisance des pluies (Janvier-octobre)
 - Prix de riz local élevé (Mars-avril/octobre)",,,,
,,Nombre FKT affectés, 224   ,37.63%, 349   ,58.75%, 537   ,90.32%,,,,Pauvre,32.94%,,,,,
,,,,,,,,,,,,Moyens,23.29%,,,,,
,,,,,,,,,,,,Riches,10.86%,,,,,
,,,,,,,,,,,,,,,,,,
,,DEGATS SECTEUR HABITAT,,,,,,,,,,HITORIQUE DES CYCLONES-INONDATION (10 ans)/ BDD BNGRC,,,,,,
,,Secteur, Faible ,, Moderé ,, Fort ,,,,,Année, Types , Nom du système ,, Sinistrées ,,
,,Case d'habitation totalement détruite," 1,042   ",," 2,238   ",," 4,711   ",,,,,2014-2015, FTT , CHEDZA ,, 640   ,,
,,Case d'habitation innondée ," 1,344   ",," 2,887   ",," 6,078   ",,,,,2016-2017, CT , ENAWO ,," 2,709   ",,
,,Case d'habitation endommagés/ décoiffés," 4,049   ",," 8,700   ",," 18,316   ",,,,,2017-2018, CT , AVA ,," 2,391   ",,
,,TOTAL," 6,434   ",," 13,824   ",," 29,105   ",,,,,2017-2018, FTT , ELIAKIM ,," 9,523   ",,
,,Ménages sans-abris (15 jours et +)," 2,385   ",," 5,125   ",," 10,789   ",,,,,2018-2019, ZCIT , Inondation (due aux fortes pluies) ,," 5,208   ",,
,,Personnes sans-abris  (15 jours et +)," 8,348   ",," 17,936   ",," 37,762   ",,,,,2019-2020, FTT , BELNA (06 au 11 Décembre 2019) ,, 220   ,,
,,,,,,,,,,,,2019-2020, ZCIT , Forte pluie de 19 au 24 Janvier 2020 ,," 8,140   ",,
,,DEGATS SECTEUR PROTECTION ET NUTRITION,,,,,,,,,,2021-2022, ZCIT , ZCIT/Forte pluie du 17 Janvier 2022/TTM ANA ,, 19   ,,
,,Indicateur (Personnes devant faire l'objet d'une mésure de protection), Faible ,, Moderé ,, Fort ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,, Base sinistré , En site , Base sinistré , En site , Base sinistré , En site ,,,,,,,,,,
,,Enfant moins de 5 ans," 3,101   ", 721   ," 6,653   "," 1,548   "," 13,984   "," 3,254   ",,,,,,,,,,
,,Handicap," 1,132   ", 263   ," 2,428   ", 565   ," 5,104   "," 1,188   ",,,,,,,,,,
,,FEFA," 2,074   ", 483   ," 4,450   "," 1,035   "," 9,354   "," 2,177   ",,,,,,,,,,
,,Agées + 60 ans," 1,086   ", 253   ," 2,331   ", 542   ," 4,900   "," 1,140   ",,,,,,,,,,
,,TOTAL," 7,393   "," 1,720   "," 15,862   "," 3,691   "," 33,341   "," 7,758   ",,,,,,,,,,
